"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Primary Course Completed","2021 October","Tallaght South, South Dublin","12 years and over","%","74.2"
"Primary Course Completed","2021 October","Clondalkin, South Dublin","5 - 11 years","%",""
"Primary Course Completed","2021 October","Clondalkin, South Dublin","12 years and over","%","81.8"
"Primary Course Completed","2021 October","Balbriggan, Fingal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Balbriggan, Fingal","12 years and over","%","83.2"
"Primary Course Completed","2021 October","Ongar, Fingal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ongar, Fingal","12 years and over","%","72.8"
"Primary Course Completed","2021 October","Palmerstown-Fonthill, South Dublin","5 - 11 years","%",""
"Primary Course Completed","2021 October","Palmerstown-Fonthill, South Dublin","12 years and over","%","80"
"Primary Course Completed","2021 October","Ballymun-Finglas, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ballymun-Finglas, Dublin City","12 years and over","%","76.9"
"Primary Course Completed","2021 October","Cabra-Glasnevin, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cabra-Glasnevin, Dublin City","12 years and over","%","85.5"
"Primary Course Completed","2021 October","Ballyfermot-Drimnagh, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ballyfermot-Drimnagh, Dublin City","12 years and over","%","81.2"
"Primary Course Completed","2021 October","Kimmage-Rathmines, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Kimmage-Rathmines, Dublin City","12 years and over","%","93"
"Primary Course Completed","2021 October","Pembroke, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Pembroke, Dublin City","12 years and over","%","95.8"
"Primary Course Completed","2021 October","South East Inner City, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","South East Inner City, Dublin City","12 years and over","%","84"
"Primary Course Completed","2021 October","North Inner City, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","North Inner City, Dublin City","12 years and over","%","71.7"
"Primary Course Completed","2021 October","Clontarf, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Clontarf, Dublin City","12 years and over","%","95"
"Primary Course Completed","2021 October","Donaghmede, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Donaghmede, Dublin City","12 years and over","%","88.4"
"Primary Course Completed","2021 October","Artane-Whitehall, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Artane-Whitehall, Dublin City","12 years and over","%","86"
"Primary Course Completed","2021 October","South West Inner City, Dublin City","5 - 11 years","%",""
"Primary Course Completed","2021 October","South West Inner City, Dublin City","12 years and over","%","78.2"
"Primary Course Completed","2021 October","Ennistimon, Clare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ennistimon, Clare","12 years and over","%","93"
"Primary Course Completed","2021 October","Killaloe, Clare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Killaloe, Clare","12 years and over","%","93.4"
"Primary Course Completed","2021 October","Shannon, Clare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Shannon, Clare","12 years and over","%","88.6"
"Primary Course Completed","2021 October","Ennis, Clare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ennis, Clare","12 years and over","%","92.9"
"Primary Course Completed","2021 October","Kilrush, Clare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Kilrush, Clare","12 years and over","%","95.1"
"Primary Course Completed","2021 October","Kanturk, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Kanturk, Cork County","12 years and over","%","94.5"
"Primary Course Completed","2021 October","Fermoy, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Fermoy, Cork County","12 years and over","%","91.5"
"Primary Course Completed","2021 October","Midleton, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Midleton, Cork County","12 years and over","%","89.6"
"Primary Course Completed","2021 October","Carrigaline, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Carrigaline, Cork County","12 years and over","%","98"
"Primary Course Completed","2021 October","Cobh, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cobh, Cork County","12 years and over","%","93.6"
"Primary Course Completed","2021 October","Bandon-Kinsale, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Bandon-Kinsale, Cork County","12 years and over","%","92.1"
"Primary Course Completed","2021 October","Bantry-West Cork, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Bantry-West Cork, Cork County","12 years and over","%","93.5"
"Primary Course Completed","2021 October","Skibbereen-West Cork, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Skibbereen-West Cork, Cork County","12 years and over","%","92"
"Primary Course Completed","2021 October","Macroom, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Macroom, Cork County","12 years and over","%","94.4"
"Primary Course Completed","2021 October","Mallow, Cork County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Mallow, Cork County","12 years and over","%","92.4"
"Primary Course Completed","2021 October","Cork City North West, Cork City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cork City North West, Cork City","12 years and over","%","91.8"
"Primary Course Completed","2021 October","Cork City North East, Cork City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cork City North East, Cork City","12 years and over","%","89.6"
"Primary Course Completed","2021 October","Cork City South East, Cork City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cork City South East, Cork City","12 years and over","%","95.6"
"Primary Course Completed","2021 October","Cork City South Central, Cork City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cork City South Central, Cork City","12 years and over","%","89.4"
"Primary Course Completed","2021 October","Cork City South West, Cork City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Cork City South West, Cork City","12 years and over","%","89.7"
"Primary Course Completed","2021 October","Glenties, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Glenties, Donegal","12 years and over","%","92"
"Primary Course Completed","2021 October","Milford, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Milford, Donegal","12 years and over","%","86.3"
"Primary Course Completed","2021 October","Carndonagh, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Carndonagh, Donegal","12 years and over","%","69.3"
"Primary Course Completed","2021 October","Buncrana, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Buncrana, Donegal","12 years and over","%","58"
"Primary Course Completed","2021 October","Donegal, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Donegal, Donegal","12 years and over","%","87.8"
"Primary Course Completed","2021 October","Letterkenny, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Letterkenny, Donegal","12 years and over","%","84.6"
"Primary Course Completed","2021 October","Lifford-Stranorlar, Donegal","5 - 11 years","%",""
"Primary Course Completed","2021 October","Lifford-Stranorlar, Donegal","12 years and over","%","79.1"
"Primary Course Completed","2021 October","Conamara North, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Conamara North, Galway County","12 years and over","%","92.3"
"Primary Course Completed","2021 October","Tuam, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Tuam, Galway County","12 years and over","%","92.9"
"Primary Course Completed","2021 October","Ballinasloe, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Ballinasloe, Galway County","12 years and over","%","92.5"
"Primary Course Completed","2021 October","Loughrea, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Loughrea, Galway County","12 years and over","%","93.3"
"Primary Course Completed","2021 October","Athenry-Oranmore, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Athenry-Oranmore, Galway County","12 years and over","%","91.9"
"Primary Course Completed","2021 October","Gort-Kinvara, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Gort-Kinvara, Galway County","12 years and over","%","96.4"
"Primary Course Completed","2021 October","Conamara South, Galway County","5 - 11 years","%",""
"Primary Course Completed","2021 October","Conamara South, Galway County","12 years and over","%","95.6"
"Primary Course Completed","2021 October","Galway City West, Galway City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Galway City West, Galway City","12 years and over","%","91.2"
"Primary Course Completed","2021 October","Galway City Central, Galway City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Galway City Central, Galway City","12 years and over","%","89.8"
"Primary Course Completed","2021 October","Galway City East, Galway City","5 - 11 years","%",""
"Primary Course Completed","2021 October","Galway City East, Galway City","12 years and over","%","83.2"
"Primary Course Completed","2021 October","Listowel, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Listowel, Kerry","12 years and over","%","93.1"
"Primary Course Completed","2021 October","Castleisland, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Castleisland, Kerry","12 years and over","%","93.7"
"Primary Course Completed","2021 October","Killarney, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Killarney, Kerry","12 years and over","%","82"
"Primary Course Completed","2021 October","Kenmare, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Kenmare, Kerry","12 years and over","%","94.4"
"Primary Course Completed","2021 October","Corca Dhuibhne, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Corca Dhuibhne, Kerry","12 years and over","%","91.6"
"Primary Course Completed","2021 October","Tralee, Kerry","5 - 11 years","%",""
"Primary Course Completed","2021 October","Tralee, Kerry","12 years and over","%","90.8"
"Primary Course Completed","2021 October","Maynooth, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Maynooth, Kildare","12 years and over","%","87.2"
"Primary Course Completed","2021 October","Celbridge, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Celbridge, Kildare","12 years and over","%","91.2"
"Primary Course Completed","2021 October","Naas, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Naas, Kildare","12 years and over","%","97.5"
"Primary Course Completed","2021 October","Athy, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Athy, Kildare","12 years and over","%","89.8"
"Primary Course Completed","2021 October","Kildare, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Kildare, Kildare","12 years and over","%","92.2"
"Primary Course Completed","2021 October","Clane, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Clane, Kildare","12 years and over","%","90.5"
"Primary Course Completed","2021 October","Leixlip, Kildare","5 - 11 years","%",""
"Primary Course Completed","2021 October","Leixlip, Kildare","12 years and over","%","89.4"
"Primary Course Completed","2021 October","Newbridge, Kildare","5 - 11 years","%",""
